Council area,Year,Sex,Type,Number
Falkirk,2004-05,Persons,Out,3520
Falkirk,2005-06,Female,In,2280
Falkirk,2005-06,Female,Net,510
Falkirk,2005-06,Female,Out,1770
Falkirk,2005-06,Male,In,2260
Falkirk,2005-06,Male,Net,430
Falkirk,2005-06,Male,Out,1820
Falkirk,2005-06,Persons,In,4540
Falkirk,2005-06,Persons,Net,940
Falkirk,2005-06,Persons,Out,3600
Falkirk,2006-07,Female,In,2270
Falkirk,2006-07,Female,Net,450
Falkirk,2006-07,Female,Out,1820
Falkirk,2006-07,Male,In,2310
Falkirk,2006-07,Male,Net,480
Falkirk,2006-07,Male,Out,1830
Falkirk,2006-07,Persons,In,4580
Falkirk,2006-07,Persons,Net,940
Falkirk,2006-07,Persons,Out,3640
Falkirk,2007-08,Female,In,2170
Falkirk,2007-08,Female,Net,380
Falkirk,2007-08,Female,Out,1790
Falkirk,2007-08,Male,In,2140
Falkirk,2007-08,Male,Net,280
Falkirk,2007-08,Male,Out,1860
Falkirk,2007-08,Persons,In,4310
Falkirk,2007-08,Persons,Net,660
Falkirk,2007-08,Persons,Out,3650
Falkirk,2008-09,Female,In,1860
Falkirk,2008-09,Female,Net,240
Falkirk,2008-09,Female,Out,1620
Falkirk,2008-09,Male,In,1920
Falkirk,2008-09,Male,Net,330
Falkirk,2008-09,Male,Out,1590
Falkirk,2008-09,Persons,In,3770
Falkirk,2008-09,Persons,Net,570
Falkirk,2008-09,Persons,Out,3210
Falkirk,2009-10,Female,In,1740
Falkirk,2009-10,Female,Net,200
Falkirk,2009-10,Female,Out,1540
Falkirk,2009-10,Male,In,1830
Falkirk,2009-10,Male,Net,260
Falkirk,2009-10,Male,Out,1570
Falkirk,2009-10,Persons,In,3560
Falkirk,2009-10,Persons,Net,460
Falkirk,2009-10,Persons,Out,3110
Falkirk,2010-11,Female,In,2140
Falkirk,2010-11,Female,Net,530
Falkirk,2010-11,Female,Out,1610
Falkirk,2010-11,Male,In,2050
Falkirk,2010-11,Male,Net,490
Falkirk,2010-11,Male,Out,1570
Falkirk,2010-11,Persons,In,4200
Falkirk,2010-11,Persons,Net,1020
Falkirk,2010-11,Persons,Out,3180
Falkirk,2011-12,Female,In,1870
Falkirk,2011-12,Female,Net,140
Falkirk,2011-12,Female,Out,1740
Falkirk,2011-12,Male,In,1970
Falkirk,2011-12,Male,Net,220
Falkirk,2011-12,Male,Out,1750
Falkirk,2011-12,Persons,In,3840
Falkirk,2011-12,Persons,Net,360
Falkirk,2011-12,Persons,Out,3490
Falkirk,2012-13,Female,In,1950
Falkirk,2012-13,Female,Net,160
Falkirk,2012-13,Female,Out,1800
Falkirk,2012-13,Male,In,2120
Falkirk,2012-13,Male,Net,220
Falkirk,2012-13,Male,Out,1900
Falkirk,2012-13,Persons,In,4080
Falkirk,2012-13,Persons,Net,380
Falkirk,2012-13,Persons,Out,3700
Falkirk,2013-14,Female,In,2050
Falkirk,2013-14,Female,Net,190
Falkirk,2013-14,Female,Out,1860
Falkirk,2013-14,Male,In,2130
Falkirk,2013-14,Male,Net,230
Falkirk,2013-14,Male,Out,1900
Falkirk,2013-14,Persons,In,4170
Falkirk,2013-14,Persons,Net,420
Falkirk,2013-14,Persons,Out,3760
Falkirk,2014-15,Female,In,2160
Falkirk,2014-15,Female,Net,370
Falkirk,2014-15,Female,Out,1790
Falkirk,2014-15,Male,In,2320
Falkirk,2014-15,Male,Net,370
Falkirk,2014-15,Male,Out,1960
Falkirk,2014-15,Persons,In,4480
Falkirk,2014-15,Persons,Net,730
Falkirk,2014-15,Persons,Out,3740
Falkirk,2015-16,Female,In,2240
Falkirk,2015-16,Female,Net,510
Falkirk,2015-16,Female,Out,1730
Falkirk,2015-16,Male,In,2310
Falkirk,2015-16,Male,Net,430
Falkirk,2015-16,Male,Out,1880
Falkirk,2015-16,Persons,In,4550
Falkirk,2015-16,Persons,Net,940
Falkirk,2015-16,Persons,Out,3610
Falkirk,2016-17,Female,In,2230
Falkirk,2016-17,Female,Net,480
Falkirk,2016-17,Female,Out,1750
Falkirk,2016-17,Male,In,2410
Falkirk,2016-17,Male,Net,420
Falkirk,2016-17,Male,Out,1990
Falkirk,2016-17,Persons,In,4640
Falkirk,2016-17,Persons,Net,900
Falkirk,2016-17,Persons,Out,3740
Falkirk,2017-18,Female,In,2110
Falkirk,2017-18,Female,Net,230
Falkirk,2017-18,Female,Out,1880
Falkirk,2017-18,Male,In,2180
Falkirk,2017-18,Male,Net,200
Falkirk,2017-18,Male,Out,1990
Falkirk,2017-18,Persons,In,4290
Falkirk,2017-18,Persons,Net,430
Falkirk,2017-18,Persons,Out,3860
Falkirk,2018-19,Female,In,2140
Falkirk,2018-19,Female,Net,340
Falkirk,2018-19,Female,Out,1800
Falkirk,2018-19,Male,In,2350
Falkirk,2018-19,Male,Net,390
Falkirk,2018-19,Male,Out,1960
Falkirk,2018-19,Persons,In,4490
Falkirk,2018-19,Persons,Net,730
Falkirk,2018-19,Persons,Out,3760
Fife,2001-02,Female,In,6580
Fife,2001-02,Female,Net,1090
Fife,2001-02,Female,Out,5490
Fife,2001-02,Male,In,5550
Fife,2001-02,Male,Net,540
Fife,2001-02,Male,Out,5010
Fife,2001-02,Persons,In,12140
Fife,2001-02,Persons,Net,1640
Fife,2001-02,Persons,Out,10500
Fife,2002-03,Female,In,6090
Fife,2002-03,Female,Net,470
Fife,2002-03,Female,Out,5620
Fife,2002-03,Male,In,5210
Fife,2002-03,Male,Net,220
Fife,2002-03,Male,Out,4990
Fife,2002-03,Persons,In,11290
Fife,2002-03,Persons,Net,680
Fife,2002-03,Persons,Out,10610
Fife,2003-04,Female,In,6740
Fife,2003-04,Female,Net,1310
Fife,2003-04,Female,Out,5430
Fife,2003-04,Male,In,5830
Fife,2003-04,Male,Net,1040
Fife,2003-04,Male,Out,4800
Fife,2003-04,Persons,In,12570
Fife,2003-04,Persons,Net,2350
Fife,2003-04,Persons,Out,10230
Fife,2004-05,Female,In,7010
Fife,2004-05,Female,Net,1380
Fife,2004-05,Female,Out,5630
Fife,2004-05,Male,In,6200
Fife,2004-05,Male,Net,1280
Fife,2004-05,Male,Out,4920
Fife,2004-05,Persons,In,13210
Fife,2004-05,Persons,Net,2660
Fife,2004-05,Persons,Out,10550
Fife,2005-06,Female,In,6470
Fife,2005-06,Female,Net,820
Fife,2005-06,Female,Out,5660
Fife,2005-06,Male,In,5680
Fife,2005-06,Male,Net,740
Fife,2005-06,Male,Out,4940
Fife,2005-06,Persons,In,12150
Fife,2005-06,Persons,Net,1560
Fife,2005-06,Persons,Out,10590
Fife,2006-07,Female,In,6280
Fife,2006-07,Female,Net,950
Fife,2006-07,Female,Out,5330
Fife,2006-07,Male,In,5660
Fife,2006-07,Male,Net,940
Fife,2006-07,Male,Out,4710
Fife,2006-07,Persons,In,11940
Fife,2006-07,Persons,Net,1890
Fife,2006-07,Persons,Out,10050
Fife,2007-08,Female,In,6430
Fife,2007-08,Female,Net,870
Fife,2007-08,Female,Out,5560
Fife,2007-08,Male,In,5650
Fife,2007-08,Male,Net,750
Fife,2007-08,Male,Out,4900
Fife,2007-08,Persons,In,12080
Fife,2007-08,Persons,Net,1630
Fife,2007-08,Persons,Out,10460
Fife,2008-09,Female,In,5970
Fife,2008-09,Female,Net,950
Fife,2008-09,Female,Out,5020
Fife,2008-09,Male,In,5230
Fife,2008-09,Male,Net,600
Fife,2008-09,Male,Out,4630
Fife,2008-09,Persons,In,11200
Fife,2008-09,Persons,Net,1550
Fife,2008-09,Persons,Out,9650
Fife,2009-10,Female,In,5990
Fife,2009-10,Female,Net,980
Fife,2009-10,Female,Out,5010
Fife,2009-10,Male,In,5350
Fife,2009-10,Male,Net,830
Fife,2009-10,Male,Out,4520
Fife,2009-10,Persons,In,11340
Fife,2009-10,Persons,Net,1810
Fife,2009-10,Persons,Out,9530
Fife,2010-11,Female,In,5980
Fife,2010-11,Female,Net,1120
Fife,2010-11,Female,Out,4860
Fife,2010-11,Male,In,5190
Fife,2010-11,Male,Net,960
Fife,2010-11,Male,Out,4230
Fife,2010-11,Persons,In,11170
Fife,2010-11,Persons,Net,2080
Fife,2010-11,Persons,Out,9100
Fife,2011-12,Female,In,5770
Fife,2011-12,Female,Net,410
Fife,2011-12,Female,Out,5350
Fife,2011-12,Male,In,4980
Fife,2011-12,Male,Net,210
Fife,2011-12,Male,Out,4770
Fife,2011-12,Persons,In,10740
Fife,2011-12,Persons,Net,620
Fife,2011-12,Persons,Out,10120
Fife,2012-13,Female,In,5590
Fife,2012-13,Female,Net,260
Fife,2012-13,Female,Out,5330
Fife,2012-13,Male,In,4870
Fife,2012-13,Male,Net,50
Fife,2012-13,Male,Out,4820
Fife,2012-13,Persons,In,10460
Fife,2012-13,Persons,Net,300
Fife,2012-13,Persons,Out,10160
Fife,2013-14,Female,In,5810
Fife,2013-14,Female,Net,410
Fife,2013-14,Female,Out,5400
Fife,2013-14,Male,In,5090
Fife,2013-14,Male,Net,240
Fife,2013-14,Male,Out,4850
Fife,2013-14,Persons,In,10890
Fife,2013-14,Persons,Net,650
Fife,2013-14,Persons,Out,10240
Fife,2014-15,Female,In,6020
Fife,2014-15,Female,Net,850
Fife,2014-15,Female,Out,5170
Fife,2014-15,Male,In,5270
Fife,2014-15,Male,Net,380
Fife,2014-15,Male,Out,4890
Fife,2014-15,Persons,In,11290
Fife,2014-15,Persons,Net,1230
Fife,2014-15,Persons,Out,10060
Fife,2015-16,Female,In,5940
Fife,2015-16,Female,Net,840
Fife,2015-16,Female,Out,5100
Fife,2015-16,Male,In,5470
Fife,2015-16,Male,Net,770
Fife,2015-16,Male,Out,4700
Fife,2015-16,Persons,In,11400
Fife,2015-16,Persons,Net,1610
Fife,2015-16,Persons,Out,9800
Fife,2016-17,Female,In,5740
Fife,2016-17,Female,Net,720
Fife,2016-17,Female,Out,5020
Fife,2016-17,Male,In,5420
Fife,2016-17,Male,Net,800
Fife,2016-17,Male,Out,4620
Fife,2016-17,Persons,In,11170
Fife,2016-17,Persons,Net,1520
Fife,2016-17,Persons,Out,9640
Fife,2017-18,Female,In,5810
Fife,2017-18,Female,Net,630
Fife,2017-18,Female,Out,5180
Fife,2017-18,Male,In,5350
Fife,2017-18,Male,Net,610
Fife,2017-18,Male,Out,4740
Fife,2017-18,Persons,In,11160
Fife,2017-18,Persons,Net,1240
Fife,2017-18,Persons,Out,9920
Fife,2018-19,Female,In,6130
Fife,2018-19,Female,Net,1170
Fife,2018-19,Female,Out,4970
Fife,2018-19,Male,In,5730
Fife,2018-19,Male,Net,1140
Fife,2018-19,Male,Out,4590
Fife,2018-19,Persons,In,11860
Fife,2018-19,Persons,Net,2300
Fife,2018-19,Persons,Out,9560
Glasgow City,2001-02,Female,In,14110
Glasgow City,2001-02,Female,Net,-1530
Glasgow City,2001-02,Female,Out,15640
Glasgow City,2001-02,Male,In,14910
Glasgow City,2001-02,Male,Net,-630
Glasgow City,2001-02,Male,Out,15540
Glasgow City,2001-02,Persons,In,29020
Glasgow City,2001-02,Persons,Net,-2160
Glasgow City,2001-02,Persons,Out,31180
Glasgow City,2002-03,Female,In,13730
Glasgow City,2002-03,Female,Net,-2120
Glasgow City,2002-03,Female,Out,15850
Glasgow City,2002-03,Male,In,13980
Glasgow City,2002-03,Male,Net,-2220
Glasgow City,2002-03,Male,Out,16200
Glasgow City,2002-03,Persons,In,27710
Glasgow City,2002-03,Persons,Net,-4330
Glasgow City,2002-03,Persons,Out,32040
Glasgow City,2003-04,Female,In,13320
Glasgow City,2003-04,Female,Net,-1940
Glasgow City,2003-04,Female,Out,15250
Glasgow City,2003-04,Male,In,13290
Glasgow City,2003-04,Male,Net,-1480
Glasgow City,2003-04,Male,Out,14780
Glasgow City,2003-04,Persons,In,26610
Glasgow City,2003-04,Persons,Net,-3420
Glasgow City,2003-04,Persons,Out,30030
Glasgow City,2004-05,Female,In,14060
Glasgow City,2004-05,Female,Net,-1160
Glasgow City,2004-05,Female,Out,15220
Glasgow City,2004-05,Male,In,14360
Glasgow City,2004-05,Male,Net,-400
Glasgow City,2004-05,Male,Out,14760
Glasgow City,2004-05,Persons,In,28420
Glasgow City,2004-05,Persons,Net,-1560
Glasgow City,2004-05,Persons,Out,29980
Glasgow City,2005-06,Female,In,13820
Glasgow City,2005-06,Female,Net,-1030
Glasgow City,2005-06,Female,Out,14850
Glasgow City,2005-06,Male,In,13670
Glasgow City,2005-06,Male,Net,-960
Glasgow City,2005-06,Male,Out,14640
Glasgow City,2005-06,Persons,In,27500
Glasgow City,2005-06,Persons,Net,-1990
Glasgow City,2005-06,Persons,Out,29490
Glasgow City,2006-07,Female,In,14450
Glasgow City,2006-07,Female,Net,740
Glasgow City,2006-07,Female,Out,13710
Glasgow City,2006-07,Male,In,14590
Glasgow City,2006-07,Male,Net,1570
Glasgow City,2006-07,Male,Out,13020
Glasgow City,2006-07,Persons,In,29030
Glasgow City,2006-07,Persons,Net,2300
Glasgow City,2006-07,Persons,Out,26730
Glasgow City,2007-08,Female,In,15480
Glasgow City,2007-08,Female,Net,1070
Glasgow City,2007-08,Female,Out,14410
Glasgow City,2007-08,Male,In,15630
Glasgow City,2007-08,Male,Net,1860
Glasgow City,2007-08,Male,Out,13770
Glasgow City,2007-08,Persons,In,31110
Glasgow City,2007-08,Persons,Net,2930
Glasgow City,2007-08,Persons,Out,28180
Glasgow City,2008-09,Female,In,14510
Glasgow City,2008-09,Female,Net,1450
Glasgow City,2008-09,Female,Out,13070
Glasgow City,2008-09,Male,In,15410
Glasgow City,2008-09,Male,Net,2540
Glasgow City,2008-09,Male,Out,12870
Glasgow City,2008-09,Persons,In,29920
Glasgow City,2008-09,Persons,Net,3990
Glasgow City,2008-09,Persons,Out,25930
Glasgow City,2009-10,Female,In,14270
Glasgow City,2009-10,Female,Net,1080
Glasgow City,2009-10,Female,Out,13200
Glasgow City,2009-10,Male,In,14830
Glasgow City,2009-10,Male,Net,1970
Glasgow City,2009-10,Male,Out,12860
Glasgow City,2009-10,Persons,In,29100
Glasgow City,2009-10,Persons,Net,3050
Glasgow City,2009-10,Persons,Out,26050
Glasgow City,2010-11,Female,In,14620
Glasgow City,2010-11,Female,Net,2410
Glasgow City,2010-11,Female,Out,12220
Glasgow City,2010-11,Male,In,14700
Glasgow City,2010-11,Male,Net,2960
Glasgow City,2010-11,Male,Out,11730
Glasgow City,2010-11,Persons,In,29320
Glasgow City,2010-11,Persons,Net,5370
Glasgow City,2010-11,Persons,Out,23950
Glasgow City,2011-12,Female,In,14420
Glasgow City,2011-12,Female,Net,530
Glasgow City,2011-12,Female,Out,13890
Glasgow City,2011-12,Male,In,13940
Glasgow City,2011-12,Male,Net,610
Glasgow City,2011-12,Male,Out,13330
Glasgow City,2011-12,Persons,In,28360
Glasgow City,2011-12,Persons,Net,1150
Glasgow City,2011-12,Persons,Out,27220
Glasgow City,2012-13,Female,In,13970
Glasgow City,2012-13,Female,Net,-10
Glasgow City,2012-13,Female,Out,13980
Glasgow City,2012-13,Male,In,14040
Glasgow City,2012-13,Male,Net,450
Glasgow City,2012-13,Male,Out,13590
Glasgow City,2012-13,Persons,In,28010
Glasgow City,2012-13,Persons,Net,440
Glasgow City,2012-13,Persons,Out,27570
Glasgow City,2013-14,Female,In,15090
Glasgow City,2013-14,Female,Net,840
Glasgow City,2013-14,Female,Out,14250
Glasgow City,2013-14,Male,In,15230
Glasgow City,2013-14,Male,Net,1210
Glasgow City,2013-14,Male,Out,14020
Glasgow City,2013-14,Persons,In,30310
Glasgow City,2013-14,Persons,Net,2050
Glasgow City,2013-14,Persons,Out,28270
Glasgow City,2014-15,Female,In,16350
Glasgow City,2014-15,Female,Net,2340
Glasgow City,2014-15,Female,Out,14010
Glasgow City,2014-15,Male,In,16950
Glasgow City,2014-15,Male,Net,3500
Glasgow City,2014-15,Male,Out,13450
Glasgow City,2014-15,Persons,In,33300
Glasgow City,2014-15,Persons,Net,5840
Glasgow City,2014-15,Persons,Out,27460
Glasgow City,2015-16,Female,In,17310
Glasgow City,2015-16,Female,Net,3640
Glasgow City,2015-16,Female,Out,13660
Glasgow City,2015-16,Male,In,17660
Glasgow City,2015-16,Male,Net,4320
Glasgow City,2015-16,Male,Out,13340
Glasgow City,2015-16,Persons,In,34970
Glasgow City,2015-16,Persons,Net,7960
Glasgow City,2015-16,Persons,Out,27000
Glasgow City,2016-17,Female,In,16120
Glasgow City,2016-17,Female,Net,2110
Glasgow City,2016-17,Female,Out,14020
Glasgow City,2016-17,Male,In,17060
Glasgow City,2016-17,Male,Net,3280
Glasgow City,2016-17,Male,Out,13780
Glasgow City,2016-17,Persons,In,33180
Glasgow City,2016-17,Persons,Net,5390
Glasgow City,2016-17,Persons,Out,27790
Glasgow City,2017-18,Female,In,16760
Glasgow City,2017-18,Female,Net,2300
Glasgow City,2017-18,Female,Out,14460
Glasgow City,2017-18,Male,In,17320
Glasgow City,2017-18,Male,Net,3060
Glasgow City,2017-18,Male,Out,14260
Glasgow City,2017-18,Persons,In,34080
Glasgow City,2017-18,Persons,Net,5360
Glasgow City,2017-18,Persons,Out,28720
Glasgow City,2018-19,Female,In,17510
Glasgow City,2018-19,Female,Net,2600
Glasgow City,2018-19,Female,Out,14920
Glasgow City,2018-19,Male,In,18110
Glasgow City,2018-19,Male,Net,3670
Glasgow City,2018-19,Male,Out,14440
Glasgow City,2018-19,Persons,In,35620
Glasgow City,2018-19,Persons,Net,6270
Glasgow City,2018-19,Persons,Out,29350
Highland,2001-02,Female,In,4180
Highland,2001-02,Female,Net,360
Highland,2001-02,Female,Out,3820
Highland,2001-02,Male,In,4050
Highland,2001-02,Male,Net,350
Highland,2001-02,Male,Out,3700
Highland,2001-02,Persons,In,8230
Highland,2001-02,Persons,Net,710
Highland,2001-02,Persons,Out,7510
Highland,2002-03,Female,In,4490
Highland,2002-03,Female,Net,960
Highland,2002-03,Female,Out,3530
Highland,2002-03,Male,In,4130
Highland,2002-03,Male,Net,700
Highland,2002-03,Male,Out,3430
Highland,2002-03,Persons,In,8620
Highland,2002-03,Persons,Net,1660
Highland,2002-03,Persons,Out,6960
Highland,2003-04,Female,In,5170
Highland,2003-04,Female,Net,1720
Highland,2003-04,Female,Out,3450
Highland,2003-04,Male,In,4620
Highland,2003-04,Male,Net,1130
Highland,2003-04,Male,Out,3490
Highland,2003-04,Persons,In,9790
Highland,2003-04,Persons,Net,2850
Highland,2003-04,Persons,Out,6940
Highland,2004-05,Female,In,5250
Highland,2004-05,Female,Net,1490
Highland,2004-05,Female,Out,3770
Highland,2004-05,Male,In,4910
Highland,2004-05,Male,Net,1380
Highland,2004-05,Male,Out,3540
Highland,2004-05,Persons,In,10160
Highland,2004-05,Persons,Net,2860
Highland,2004-05,Persons,Out,7300
Highland,2005-06,Female,In,4940
Highland,2005-06,Female,Net,1070
Highland,2005-06,Female,Out,3870
Highland,2005-06,Male,In,4640
Highland,2005-06,Male,Net,980
Highland,2005-06,Male,Out,3660
Highland,2005-06,Persons,In,9580
Highland,2005-06,Persons,Net,2050
Highland,2005-06,Persons,Out,7530
Highland,2006-07,Female,In,4900
Highland,2006-07,Female,Net,1290
Highland,2006-07,Female,Out,3610
Highland,2006-07,Male,In,4730
Highland,2006-07,Male,Net,1390
Highland,2006-07,Male,Out,3340
Highland,2006-07,Persons,In,9630
Highland,2006-07,Persons,Net,2680
Highland,2006-07,Persons,Out,6960
Highland,2007-08,Female,In,4880
Highland,2007-08,Female,Net,960
Highland,2007-08,Female,Out,3920
Highland,2007-08,Male,In,4750
Highland,2007-08,Male,Net,1160
Highland,2007-08,Male,Out,3590
Highland,2007-08,Persons,In,9620
Highland,2007-08,Persons,Net,2110
Highland,2007-08,Persons,Out,7510
Highland,2008-09,Female,In,4120
Highland,2008-09,Female,Net,570
Highland,2008-09,Female,Out,3550
Highland,2008-09,Male,In,3930
Highland,2008-09,Male,Net,420
Highland,2008-09,Male,Out,3510
Highland,2008-09,Persons,In,8050
Highland,2008-09,Persons,Net,990
Highland,2008-09,Persons,Out,7060
Highland,2009-10,Female,In,4100
Highland,2009-10,Female,Net,570
Highland,2009-10,Female,Out,3530
Highland,2009-10,Male,In,3760
Highland,2009-10,Male,Net,420
Highland,2009-10,Male,Out,3340
Highland,2009-10,Persons,In,7860
Highland,2009-10,Persons,Net,990
Highland,2009-10,Persons,Out,6870
Highland,2010-11,Female,In,3870
Highland,2010-11,Female,Net,420
Highland,2010-11,Female,Out,3460
Highland,2010-11,Male,In,3640
Highland,2010-11,Male,Net,480
Highland,2010-11,Male,Out,3160
Highland,2010-11,Persons,In,7510
Highland,2010-11,Persons,Net,900
Highland,2010-11,Persons,Out,6610
Highland,2011-12,Female,In,3600
Highland,2011-12,Female,Net,-30
Highland,2011-12,Female,Out,3630
Highland,2011-12,Male,In,3550
Highland,2011-12,Male,Net,140
Highland,2011-12,Male,Out,3400
Highland,2011-12,Persons,In,7150
Highland,2011-12,Persons,Net,120
Highland,2011-12,Persons,Out,7030
Highland,2012-13,Female,In,3670
Highland,2012-13,Female,Net,70
Highland,2012-13,Female,Out,3600
Highland,2012-13,Male,In,3410
Highland,2012-13,Male,Net,30
Highland,2012-13,Male,Out,3390
Highland,2012-13,Persons,In,7080
Highland,2012-13,Persons,Net,90
Highland,2012-13,Persons,Out,6990
Highland,2013-14,Female,In,3740
Highland,2013-14,Female,Net,150
Highland,2013-14,Female,Out,3590
Highland,2013-14,Male,In,3500
Highland,2013-14,Male,Net,90
Highland,2013-14,Male,Out,3410
Highland,2013-14,Persons,In,7240
Highland,2013-14,Persons,Net,240
Highland,2013-14,Persons,Out,7000
Highland,2014-15,Female,In,3910
Highland,2014-15,Female,Net,520
Highland,2014-15,Female,Out,3390
Highland,2014-15,Male,In,3820
Highland,2014-15,Male,Net,590
Highland,2014-15,Male,Out,3220
Highland,2014-15,Persons,In,7720
Highland,2014-15,Persons,Net,1120
Highland,2014-15,Persons,Out,6610
Highland,2015-16,Female,In,3910
Highland,2015-16,Female,Net,610
Highland,2015-16,Female,Out,3290
Highland,2015-16,Male,In,3730
Highland,2015-16,Male,Net,580
Highland,2015-16,Male,Out,3150
Highland,2015-16,Persons,In,7640
Highland,2015-16,Persons,Net,1200
Highland,2015-16,Persons,Out,6440
Highland,2016-17,Female,In,3620
Highland,2016-17,Female,Net,300
