Council area,Year,Sex,Type,Number
Scottish Borders,2014-15,Male,In,1930
Scottish Borders,2014-15,Male,Net,180
Scottish Borders,2014-15,Male,Out,1750
Scottish Borders,2014-15,Persons,In,4130
Scottish Borders,2014-15,Persons,Net,440
Scottish Borders,2014-15,Persons,Out,3700
Scottish Borders,2015-16,Female,In,2300
Scottish Borders,2015-16,Female,Net,370
Scottish Borders,2015-16,Female,Out,1930
Scottish Borders,2015-16,Male,In,2090
Scottish Borders,2015-16,Male,Net,320
Scottish Borders,2015-16,Male,Out,1780
Scottish Borders,2015-16,Persons,In,4390
Scottish Borders,2015-16,Persons,Net,690
Scottish Borders,2015-16,Persons,Out,3700
Scottish Borders,2016-17,Female,In,2310
Scottish Borders,2016-17,Female,Net,400
Scottish Borders,2016-17,Female,Out,1910
Scottish Borders,2016-17,Male,In,2130
Scottish Borders,2016-17,Male,Net,420
Scottish Borders,2016-17,Male,Out,1710
Scottish Borders,2016-17,Persons,In,4440
Scottish Borders,2016-17,Persons,Net,820
Scottish Borders,2016-17,Persons,Out,3620
Scottish Borders,2017-18,Female,In,2330
Scottish Borders,2017-18,Female,Net,310
Scottish Borders,2017-18,Female,Out,2030
Scottish Borders,2017-18,Male,In,2200
Scottish Borders,2017-18,Male,Net,380
Scottish Borders,2017-18,Male,Out,1820
Scottish Borders,2017-18,Persons,In,4530
Scottish Borders,2017-18,Persons,Net,680
Scottish Borders,2017-18,Persons,Out,3850
Scottish Borders,2018-19,Female,In,2260
Scottish Borders,2018-19,Female,Net,340
Scottish Borders,2018-19,Female,Out,1930
Scottish Borders,2018-19,Male,In,2000
Scottish Borders,2018-19,Male,Net,250
Scottish Borders,2018-19,Male,Out,1750
Scottish Borders,2018-19,Persons,In,4260
Scottish Borders,2018-19,Persons,Net,590
Scottish Borders,2018-19,Persons,Out,3680
Shetland Islands,2001-02,Female,In,390
Shetland Islands,2001-02,Female,Net,20
Shetland Islands,2001-02,Female,Out,370
Shetland Islands,2001-02,Male,In,370
Shetland Islands,2001-02,Male,Net,-30
Shetland Islands,2001-02,Male,Out,400
Shetland Islands,2001-02,Persons,In,760
Shetland Islands,2001-02,Persons,Net,-20
Shetland Islands,2001-02,Persons,Out,780
Shetland Islands,2002-03,Female,In,360
Shetland Islands,2002-03,Female,Net,-80
Shetland Islands,2002-03,Female,Out,430
Shetland Islands,2002-03,Male,In,330
Shetland Islands,2002-03,Male,Net,-40
Shetland Islands,2002-03,Male,Out,370
Shetland Islands,2002-03,Persons,In,690
Shetland Islands,2002-03,Persons,Net,-120
Shetland Islands,2002-03,Persons,Out,810
Shetland Islands,2003-04,Female,In,430
Shetland Islands,2003-04,Female,Net,60
Shetland Islands,2003-04,Female,Out,370
Shetland Islands,2003-04,Male,In,390
Shetland Islands,2003-04,Male,Net,10
Shetland Islands,2003-04,Male,Out,370
Shetland Islands,2003-04,Persons,In,820
Shetland Islands,2003-04,Persons,Net,70
Shetland Islands,2003-04,Persons,Out,740
Shetland Islands,2004-05,Female,In,430
Shetland Islands,2004-05,Female,Net,80
Shetland Islands,2004-05,Female,Out,360
Shetland Islands,2004-05,Male,In,390
Shetland Islands,2004-05,Male,Net,10
Shetland Islands,2004-05,Male,Out,380
Shetland Islands,2004-05,Persons,In,820
Shetland Islands,2004-05,Persons,Net,90
Shetland Islands,2004-05,Persons,Out,740
Shetland Islands,2005-06,Female,In,370
Shetland Islands,2005-06,Female,Net,-50
Shetland Islands,2005-06,Female,Out,430
Shetland Islands,2005-06,Male,In,350
Shetland Islands,2005-06,Male,Net,-60
Shetland Islands,2005-06,Male,Out,410
Shetland Islands,2005-06,Persons,In,720
Shetland Islands,2005-06,Persons,Net,-110
Shetland Islands,2005-06,Persons,Out,840
Shetland Islands,2006-07,Female,In,400
Shetland Islands,2006-07,Female,Net,10
Shetland Islands,2006-07,Female,Out,380
Shetland Islands,2006-07,Male,In,380
Shetland Islands,2006-07,Male,Net,30
Shetland Islands,2006-07,Male,Out,350
Shetland Islands,2006-07,Persons,In,780
Shetland Islands,2006-07,Persons,Net,50
Shetland Islands,2006-07,Persons,Out,740
Shetland Islands,2007-08,Female,In,360
Shetland Islands,2007-08,Female,Net,-30
Shetland Islands,2007-08,Female,Out,390
Shetland Islands,2007-08,Male,In,390
Shetland Islands,2007-08,Male,Net,60
Shetland Islands,2007-08,Male,Out,330
Shetland Islands,2007-08,Persons,In,750
Shetland Islands,2007-08,Persons,Net,30
Shetland Islands,2007-08,Persons,Out,720
Shetland Islands,2008-09,Female,In,410
Shetland Islands,2008-09,Female,Net,100
Shetland Islands,2008-09,Female,Out,310
Shetland Islands,2008-09,Male,In,400
Shetland Islands,2008-09,Male,Net,100
Shetland Islands,2008-09,Male,Out,290
Shetland Islands,2008-09,Persons,In,810
Shetland Islands,2008-09,Persons,Net,200
Shetland Islands,2008-09,Persons,Out,610
Shetland Islands,2009-10,Female,In,380
Shetland Islands,2009-10,Female,Net,70
Shetland Islands,2009-10,Female,Out,310
Shetland Islands,2009-10,Male,In,380
Shetland Islands,2009-10,Male,Net,90
Shetland Islands,2009-10,Male,Out,290
Shetland Islands,2009-10,Persons,In,760
Shetland Islands,2009-10,Persons,Net,160
Shetland Islands,2009-10,Persons,Out,600
Shetland Islands,2010-11,Female,In,360
Shetland Islands,2010-11,Female,Net,40
Shetland Islands,2010-11,Female,Out,320
Shetland Islands,2010-11,Male,In,350
Shetland Islands,2010-11,Male,Net,20
Shetland Islands,2010-11,Male,Out,330
Shetland Islands,2010-11,Persons,In,710
Shetland Islands,2010-11,Persons,Net,60
Shetland Islands,2010-11,Persons,Out,650
Shetland Islands,2011-12,Female,In,350
Shetland Islands,2011-12,Female,Net,-10
Shetland Islands,2011-12,Female,Out,360
Shetland Islands,2011-12,Male,In,320
Shetland Islands,2011-12,Male,Net,-60
Shetland Islands,2011-12,Male,Out,370
Shetland Islands,2011-12,Persons,In,670
Shetland Islands,2011-12,Persons,Net,-70
Shetland Islands,2011-12,Persons,Out,730
Shetland Islands,2012-13,Female,In,310
Shetland Islands,2012-13,Female,Net,-60
Shetland Islands,2012-13,Female,Out,370
Shetland Islands,2012-13,Male,In,340
Shetland Islands,2012-13,Male,Net,-30
Shetland Islands,2012-13,Male,Out,360
Shetland Islands,2012-13,Persons,In,650
Shetland Islands,2012-13,Persons,Net,-90
Shetland Islands,2012-13,Persons,Out,740
Shetland Islands,2013-14,Female,In,310
Shetland Islands,2013-14,Female,Net,-10
Shetland Islands,2013-14,Female,Out,320
Shetland Islands,2013-14,Male,In,360
Shetland Islands,2013-14,Male,Net,10
Shetland Islands,2013-14,Male,Out,360
Shetland Islands,2013-14,Persons,In,670
Shetland Islands,2013-14,Persons,Net,-10
Shetland Islands,2013-14,Persons,Out,680
Shetland Islands,2014-15,Female,In,350
Shetland Islands,2014-15,Female,Net,-20
Shetland Islands,2014-15,Female,Out,360
Shetland Islands,2014-15,Male,In,360
Shetland Islands,2014-15,Male,Net,-20
Shetland Islands,2014-15,Male,Out,380
Shetland Islands,2014-15,Persons,In,710
Shetland Islands,2014-15,Persons,Net,-40
Shetland Islands,2014-15,Persons,Out,740
Shetland Islands,2015-16,Female,In,320
Shetland Islands,2015-16,Female,Net,-30
Shetland Islands,2015-16,Female,Out,350
Shetland Islands,2015-16,Male,In,350
Shetland Islands,2015-16,Male,Net,10
Shetland Islands,2015-16,Male,Out,340
Shetland Islands,2015-16,Persons,In,680
Shetland Islands,2015-16,Persons,Net,-20
Shetland Islands,2015-16,Persons,Out,690
Shetland Islands,2016-17,Female,In,260
Shetland Islands,2016-17,Female,Net,-60
Shetland Islands,2016-17,Female,Out,320
Shetland Islands,2016-17,Male,In,280
Shetland Islands,2016-17,Male,Net,-70
Shetland Islands,2016-17,Male,Out,350
Shetland Islands,2016-17,Persons,In,540
Shetland Islands,2016-17,Persons,Net,-130
Shetland Islands,2016-17,Persons,Out,670
Shetland Islands,2017-18,Female,In,270
Shetland Islands,2017-18,Female,Net,-60
Shetland Islands,2017-18,Female,Out,330
Shetland Islands,2017-18,Male,In,300
Shetland Islands,2017-18,Male,Net,-20
Shetland Islands,2017-18,Male,Out,320
Shetland Islands,2017-18,Persons,In,580
Shetland Islands,2017-18,Persons,Net,-80
Shetland Islands,2017-18,Persons,Out,650
Shetland Islands,2018-19,Female,In,290
Shetland Islands,2018-19,Female,Net,-50
Shetland Islands,2018-19,Female,Out,340
Shetland Islands,2018-19,Male,In,310
Shetland Islands,2018-19,Male,Net,-40
Shetland Islands,2018-19,Male,Out,340
Shetland Islands,2018-19,Persons,In,600
Shetland Islands,2018-19,Persons,Net,-90
Shetland Islands,2018-19,Persons,Out,690
South Ayrshire,2001-02,Female,In,1920
South Ayrshire,2001-02,Female,Net,70
South Ayrshire,2001-02,Female,Out,1850
South Ayrshire,2001-02,Male,In,1720
South Ayrshire,2001-02,Male,Net,-50
South Ayrshire,2001-02,Male,Out,1760
South Ayrshire,2001-02,Persons,In,3630
South Ayrshire,2001-02,Persons,Net,20
South Ayrshire,2001-02,Persons,Out,3610
South Ayrshire,2002-03,Female,In,2150
South Ayrshire,2002-03,Female,Net,180
South Ayrshire,2002-03,Female,Out,1970
South Ayrshire,2002-03,Male,In,1960
South Ayrshire,2002-03,Male,Net,110
South Ayrshire,2002-03,Male,Out,1850
South Ayrshire,2002-03,Persons,In,4100
South Ayrshire,2002-03,Persons,Net,290
South Ayrshire,2002-03,Persons,Out,3810
South Ayrshire,2003-04,Female,In,2060
South Ayrshire,2003-04,Female,Net,340
South Ayrshire,2003-04,Female,Out,1720
South Ayrshire,2003-04,Male,In,1990
South Ayrshire,2003-04,Male,Net,340
South Ayrshire,2003-04,Male,Out,1640
South Ayrshire,2003-04,Persons,In,4040
South Ayrshire,2003-04,Persons,Net,680
South Ayrshire,2003-04,Persons,Out,3360
South Ayrshire,2004-05,Female,In,2100
South Ayrshire,2004-05,Female,Net,300
South Ayrshire,2004-05,Female,Out,1790
South Ayrshire,2004-05,Male,In,1900
South Ayrshire,2004-05,Male,Net,120
South Ayrshire,2004-05,Male,Out,1780
South Ayrshire,2004-05,Persons,In,4000
South Ayrshire,2004-05,Persons,Net,430
South Ayrshire,2004-05,Persons,Out,3580
South Ayrshire,2005-06,Female,In,1920
South Ayrshire,2005-06,Female,Net,170
South Ayrshire,2005-06,Female,Out,1750
South Ayrshire,2005-06,Male,In,1820
South Ayrshire,2005-06,Male,Net,190
South Ayrshire,2005-06,Male,Out,1630
South Ayrshire,2005-06,Persons,In,3740
South Ayrshire,2005-06,Persons,Net,370
South Ayrshire,2005-06,Persons,Out,3380
South Ayrshire,2006-07,Female,In,2060
South Ayrshire,2006-07,Female,Net,380
South Ayrshire,2006-07,Female,Out,1680
South Ayrshire,2006-07,Male,In,1860
South Ayrshire,2006-07,Male,Net,200
South Ayrshire,2006-07,Male,Out,1660
South Ayrshire,2006-07,Persons,In,3920
South Ayrshire,2006-07,Persons,Net,580
South Ayrshire,2006-07,Persons,Out,3340
South Ayrshire,2007-08,Female,In,1970
South Ayrshire,2007-08,Female,Net,170
South Ayrshire,2007-08,Female,Out,1800
South Ayrshire,2007-08,Male,In,1860
South Ayrshire,2007-08,Male,Net,230
South Ayrshire,2007-08,Male,Out,1630
South Ayrshire,2007-08,Persons,In,3830
South Ayrshire,2007-08,Persons,Net,400
South Ayrshire,2007-08,Persons,Out,3430
South Ayrshire,2008-09,Female,In,1790
South Ayrshire,2008-09,Female,Net,20
South Ayrshire,2008-09,Female,Out,1770
South Ayrshire,2008-09,Male,In,1720
South Ayrshire,2008-09,Male,Net,160
South Ayrshire,2008-09,Male,Out,1560
South Ayrshire,2008-09,Persons,In,3510
South Ayrshire,2008-09,Persons,Net,170
South Ayrshire,2008-09,Persons,Out,3330
South Ayrshire,2009-10,Female,In,1750
South Ayrshire,2009-10,Female,Net,150
South Ayrshire,2009-10,Female,Out,1610
South Ayrshire,2009-10,Male,In,1760
South Ayrshire,2009-10,Male,Net,300
South Ayrshire,2009-10,Male,Out,1460
South Ayrshire,2009-10,Persons,In,3510
South Ayrshire,2009-10,Persons,Net,440
South Ayrshire,2009-10,Persons,Out,3070
South Ayrshire,2010-11,Female,In,1800
South Ayrshire,2010-11,Female,Net,310
South Ayrshire,2010-11,Female,Out,1490
South Ayrshire,2010-11,Male,In,1680
South Ayrshire,2010-11,Male,Net,290
South Ayrshire,2010-11,Male,Out,1390
South Ayrshire,2010-11,Persons,In,3480
South Ayrshire,2010-11,Persons,Net,600
South Ayrshire,2010-11,Persons,Out,2890
South Ayrshire,2011-12,Female,In,1830
South Ayrshire,2011-12,Female,Net,180
South Ayrshire,2011-12,Female,Out,1650
South Ayrshire,2011-12,Male,In,1760
South Ayrshire,2011-12,Male,Net,180
South Ayrshire,2011-12,Male,Out,1590
South Ayrshire,2011-12,Persons,In,3600
South Ayrshire,2011-12,Persons,Net,360
South Ayrshire,2011-12,Persons,Out,3240
South Ayrshire,2012-13,Female,In,1870
South Ayrshire,2012-13,Female,Net,290
South Ayrshire,2012-13,Female,Out,1580
South Ayrshire,2012-13,Male,In,1860
South Ayrshire,2012-13,Male,Net,120
South Ayrshire,2012-13,Male,Out,1740
South Ayrshire,2012-13,Persons,In,3730
South Ayrshire,2012-13,Persons,Net,410
South Ayrshire,2012-13,Persons,Out,3320
South Ayrshire,2013-14,Female,In,1740
South Ayrshire,2013-14,Female,Net,70
South Ayrshire,2013-14,Female,Out,1670
South Ayrshire,2013-14,Male,In,1690
South Ayrshire,2013-14,Male,Net,40
South Ayrshire,2013-14,Male,Out,1650
South Ayrshire,2013-14,Persons,In,3430
South Ayrshire,2013-14,Persons,Net,100
South Ayrshire,2013-14,Persons,Out,3330
South Ayrshire,2014-15,Female,In,1900
South Ayrshire,2014-15,Female,Net,180
South Ayrshire,2014-15,Female,Out,1710
South Ayrshire,2014-15,Male,In,1850
South Ayrshire,2014-15,Male,Net,130
South Ayrshire,2014-15,Male,Out,1730
South Ayrshire,2014-15,Persons,In,3750
South Ayrshire,2014-15,Persons,Net,310
South Ayrshire,2014-15,Persons,Out,3440
South Ayrshire,2015-16,Female,In,1910
South Ayrshire,2015-16,Female,Net,310
South Ayrshire,2015-16,Female,Out,1600
South Ayrshire,2015-16,Male,In,1880
South Ayrshire,2015-16,Male,Net,240
South Ayrshire,2015-16,Male,Out,1640
South Ayrshire,2015-16,Persons,In,3790
South Ayrshire,2015-16,Persons,Net,550
South Ayrshire,2015-16,Persons,Out,3240
South Ayrshire,2016-17,Female,In,1950
South Ayrshire,2016-17,Female,Net,370
South Ayrshire,2016-17,Female,Out,1580
South Ayrshire,2016-17,Male,In,1920
South Ayrshire,2016-17,Male,Net,320
South Ayrshire,2016-17,Male,Out,1600
South Ayrshire,2016-17,Persons,In,3870
South Ayrshire,2016-17,Persons,Net,690
South Ayrshire,2016-17,Persons,Out,3180
South Ayrshire,2017-18,Female,In,1850
South Ayrshire,2017-18,Female,Net,250
South Ayrshire,2017-18,Female,Out,1600
South Ayrshire,2017-18,Male,In,1850
South Ayrshire,2017-18,Male,Net,240
South Ayrshire,2017-18,Male,Out,1610
South Ayrshire,2017-18,Persons,In,3700
South Ayrshire,2017-18,Persons,Net,500
South Ayrshire,2017-18,Persons,Out,3210
South Ayrshire,2018-19,Female,In,1950
South Ayrshire,2018-19,Female,Net,330
South Ayrshire,2018-19,Female,Out,1610
South Ayrshire,2018-19,Male,In,1850
South Ayrshire,2018-19,Male,Net,230
South Ayrshire,2018-19,Male,Out,1620
South Ayrshire,2018-19,Persons,In,3800
South Ayrshire,2018-19,Persons,Net,560
South Ayrshire,2018-19,Persons,Out,3240
South Lanarkshire,2001-02,Female,In,4550
South Lanarkshire,2001-02,Female,Net,410
South Lanarkshire,2001-02,Female,Out,4140
South Lanarkshire,2001-02,Male,In,4320
South Lanarkshire,2001-02,Male,Net,130
South Lanarkshire,2001-02,Male,Out,4190
South Lanarkshire,2001-02,Persons,In,8870
South Lanarkshire,2001-02,Persons,Net,550
South Lanarkshire,2001-02,Persons,Out,8320
South Lanarkshire,2002-03,Female,In,4510
South Lanarkshire,2002-03,Female,Net,490
South Lanarkshire,2002-03,Female,Out,4020
South Lanarkshire,2002-03,Male,In,4410
South Lanarkshire,2002-03,Male,Net,310
South Lanarkshire,2002-03,Male,Out,4110
South Lanarkshire,2002-03,Persons,In,8920
South Lanarkshire,2002-03,Persons,Net,800
South Lanarkshire,2002-03,Persons,Out,8130
South Lanarkshire,2003-04,Female,In,5260
South Lanarkshire,2003-04,Female,Net,1250
South Lanarkshire,2003-04,Female,Out,4000
South Lanarkshire,2003-04,Male,In,4790
South Lanarkshire,2003-04,Male,Net,880
South Lanarkshire,2003-04,Male,Out,3910
South Lanarkshire,2003-04,Persons,In,10040
South Lanarkshire,2003-04,Persons,Net,2130
South Lanarkshire,2003-04,Persons,Out,7910
South Lanarkshire,2004-05,Female,In,4790
South Lanarkshire,2004-05,Female,Net,750
South Lanarkshire,2004-05,Female,Out,4040
South Lanarkshire,2004-05,Male,In,4460
South Lanarkshire,2004-05,Male,Net,330
South Lanarkshire,2004-05,Male,Out,4130
South Lanarkshire,2004-05,Persons,In,9250
South Lanarkshire,2004-05,Persons,Net,1080
South Lanarkshire,2004-05,Persons,Out,8180
South Lanarkshire,2005-06,Female,In,4860
South Lanarkshire,2005-06,Female,Net,720
South Lanarkshire,2005-06,Female,Out,4140
South Lanarkshire,2005-06,Male,In,4420
South Lanarkshire,2005-06,Male,Net,620
South Lanarkshire,2005-06,Male,Out,3800
South Lanarkshire,2005-06,Persons,In,9270
South Lanarkshire,2005-06,Persons,Net,1330
South Lanarkshire,2005-06,Persons,Out,7940
South Lanarkshire,2006-07,Female,In,4800
South Lanarkshire,2006-07,Female,Net,920
South Lanarkshire,2006-07,Female,Out,3880
South Lanarkshire,2006-07,Male,In,4470
South Lanarkshire,2006-07,Male,Net,730
South Lanarkshire,2006-07,Male,Out,3740
South Lanarkshire,2006-07,Persons,In,9270
South Lanarkshire,2006-07,Persons,Net,1650
South Lanarkshire,2006-07,Persons,Out,7620
South Lanarkshire,2007-08,Female,In,4510
South Lanarkshire,2007-08,Female,Net,400
South Lanarkshire,2007-08,Female,Out,4120
South Lanarkshire,2007-08,Male,In,4280
South Lanarkshire,2007-08,Male,Net,340
South Lanarkshire,2007-08,Male,Out,3940
South Lanarkshire,2007-08,Persons,In,8790
South Lanarkshire,2007-08,Persons,Net,740
South Lanarkshire,2007-08,Persons,Out,8050
South Lanarkshire,2008-09,Female,In,4110
South Lanarkshire,2008-09,Female,Net,370
South Lanarkshire,2008-09,Female,Out,3740
South Lanarkshire,2008-09,Male,In,3950
South Lanarkshire,2008-09,Male,Net,270
South Lanarkshire,2008-09,Male,Out,3670
South Lanarkshire,2008-09,Persons,In,8060
South Lanarkshire,2008-09,Persons,Net,640
South Lanarkshire,2008-09,Persons,Out,7420
South Lanarkshire,2009-10,Female,In,4010
South Lanarkshire,2009-10,Female,Net,430
South Lanarkshire,2009-10,Female,Out,3570
South Lanarkshire,2009-10,Male,In,3910
South Lanarkshire,2009-10,Male,Net,380
South Lanarkshire,2009-10,Male,Out,3530
South Lanarkshire,2009-10,Persons,In,7910
South Lanarkshire,2009-10,Persons,Net,810
South Lanarkshire,2009-10,Persons,Out,7100
South Lanarkshire,2010-11,Female,In,3920
South Lanarkshire,2010-11,Female,Net,270
South Lanarkshire,2010-11,Female,Out,3650
South Lanarkshire,2010-11,Male,In,3700
South Lanarkshire,2010-11,Male,Net,320
South Lanarkshire,2010-11,Male,Out,3390
South Lanarkshire,2010-11,Persons,In,7620
South Lanarkshire,2010-11,Persons,Net,590
South Lanarkshire,2010-11,Persons,Out,7040
South Lanarkshire,2011-12,Female,In,4190
South Lanarkshire,2011-12,Female,Net,300
South Lanarkshire,2011-12,Female,Out,3880
South Lanarkshire,2011-12,Male,In,3990
South Lanarkshire,2011-12,Male,Net,110
South Lanarkshire,2011-12,Male,Out,3880
South Lanarkshire,2011-12,Persons,In,8170
South Lanarkshire,2011-12,Persons,Net,410
South Lanarkshire,2011-12,Persons,Out,7760
South Lanarkshire,2012-13,Female,In,4180
South Lanarkshire,2012-13,Female,Net,340
South Lanarkshire,2012-13,Female,Out,3840
South Lanarkshire,2012-13,Male,In,4030
South Lanarkshire,2012-13,Male,Net,240
South Lanarkshire,2012-13,Male,Out,3790
South Lanarkshire,2012-13,Persons,In,8210
South Lanarkshire,2012-13,Persons,Net,580
South Lanarkshire,2012-13,Persons,Out,7630
South Lanarkshire,2013-14,Female,In,4180
South Lanarkshire,2013-14,Female,Net,310
South Lanarkshire,2013-14,Female,Out,3880
South Lanarkshire,2013-14,Male,In,4110
South Lanarkshire,2013-14,Male,Net,210
South Lanarkshire,2013-14,Male,Out,3910
South Lanarkshire,2013-14,Persons,In,8290
South Lanarkshire,2013-14,Persons,Net,510
South Lanarkshire,2013-14,Persons,Out,7780
South Lanarkshire,2014-15,Female,In,4580
South Lanarkshire,2014-15,Female,Net,590
South Lanarkshire,2014-15,Female,Out,3990
South Lanarkshire,2014-15,Male,In,4590
South Lanarkshire,2014-15,Male,Net,450
South Lanarkshire,2014-15,Male,Out,4150
South Lanarkshire,2014-15,Persons,In,9170
South Lanarkshire,2014-15,Persons,Net,1030
South Lanarkshire,2014-15,Persons,Out,8140
South Lanarkshire,2015-16,Female,In,4630
South Lanarkshire,2015-16,Female,Net,570
South Lanarkshire,2015-16,Female,Out,4060
South Lanarkshire,2015-16,Male,In,4540
South Lanarkshire,2015-16,Male,Net,530
South Lanarkshire,2015-16,Male,Out,4010
South Lanarkshire,2015-16,Persons,In,9170
South Lanarkshire,2015-16,Persons,Net,1100
South Lanarkshire,2015-16,Persons,Out,8070
South Lanarkshire,2016-17,Female,In,4490
South Lanarkshire,2016-17,Female,Net,560
South Lanarkshire,2016-17,Female,Out,3930
South Lanarkshire,2016-17,Male,In,4640
South Lanarkshire,2016-17,Male,Net,720
South Lanarkshire,2016-17,Male,Out,3920
South Lanarkshire,2016-17,Persons,In,9130
South Lanarkshire,2016-17,Persons,Net,1280
South Lanarkshire,2016-17,Persons,Out,7850
South Lanarkshire,2017-18,Female,In,4630
South Lanarkshire,2017-18,Female,Net,740
South Lanarkshire,2017-18,Female,Out,3890
South Lanarkshire,2017-18,Male,In,4680
South Lanarkshire,2017-18,Male,Net,560
South Lanarkshire,2017-18,Male,Out,4120
South Lanarkshire,2017-18,Persons,In,9310
South Lanarkshire,2017-18,Persons,Net,1300
South Lanarkshire,2017-18,Persons,Out,8010
South Lanarkshire,2018-19,Female,In,4840
South Lanarkshire,2018-19,Female,Net,890
South Lanarkshire,2018-19,Female,Out,3940
South Lanarkshire,2018-19,Male,In,5060
South Lanarkshire,2018-19,Male,Net,940
South Lanarkshire,2018-19,Male,Out,4110
South Lanarkshire,2018-19,Persons,In,9890
South Lanarkshire,2018-19,Persons,Net,1840
South Lanarkshire,2018-19,Persons,Out,8060
Stirling,2001-02,Female,In,3090
Stirling,2001-02,Female,Net,480
Stirling,2001-02,Female,Out,2610
Stirling,2001-02,Male,In,2520
Stirling,2001-02,Male,Net,240
Stirling,2001-02,Male,Out,2280
Stirling,2001-02,Persons,In,5610
Stirling,2001-02,Persons,Net,720
Stirling,2001-02,Persons,Out,4890
Stirling,2002-03,Female,In,2950
Stirling,2002-03,Female,Net,360
Stirling,2002-03,Female,Out,2580
Stirling,2002-03,Male,In,2530
Stirling,2002-03,Male,Net,310
Stirling,2002-03,Male,Out,2220
Stirling,2002-03,Persons,In,5480
Stirling,2002-03,Persons,Net,680
Stirling,2002-03,Persons,Out,4800
Stirling,2003-04,Female,In,2570
Stirling,2003-04,Female,Net,80
Stirling,2003-04,Female,Out,2490
Stirling,2003-04,Male,In,2190
Stirling,2003-04,Male,Net,-90
Stirling,2003-04,Male,Out,2280
Stirling,2003-04,Persons,In,4760
Stirling,2003-04,Persons,Net,-10
Stirling,2003-04,Persons,Out,4770
Stirling,2004-05,Female,In,2900
Stirling,2004-05,Female,Net,380
Stirling,2004-05,Female,Out,2510
Stirling,2004-05,Male,In,2640
Stirling,2004-05,Male,Net,270
Stirling,2004-05,Male,Out,2360
Stirling,2004-05,Persons,In,5530
Stirling,2004-05,Persons,Net,660
Stirling,2004-05,Persons,Out,4870
Stirling,2005-06,Female,In,2850
Stirling,2005-06,Female,Net,340
Stirling,2005-06,Female,Out,2510
Stirling,2005-06,Male,In,2440
Stirling,2005-06,Male,Net,360
Stirling,2005-06,Male,Out,2080
Stirling,2005-06,Persons,In,5290
Stirling,2005-06,Persons,Net,700
Stirling,2005-06,Persons,Out,4590
Stirling,2006-07,Female,In,2760
Stirling,2006-07,Female,Net,320
Stirling,2006-07,Female,Out,2440
Stirling,2006-07,Male,In,2390
Stirling,2006-07,Male,Net,160
Stirling,2006-07,Male,Out,2230
Stirling,2006-07,Persons,In,5150
Stirling,2006-07,Persons,Net,480
Stirling,2006-07,Persons,Out,4670
Stirling,2007-08,Female,In,2620
Stirling,2007-08,Female,Net,90
Stirling,2007-08,Female,Out,2540
Stirling,2007-08,Male,In,2370
Stirling,2007-08,Male,Net,160
Stirling,2007-08,Male,Out,2210
Stirling,2007-08,Persons,In,4990
Stirling,2007-08,Persons,Net,240
Stirling,2007-08,Persons,Out,4750
Stirling,2008-09,Female,In,2540
Stirling,2008-09,Female,Net,270
Stirling,2008-09,Female,Out,2270
Stirling,2008-09,Male,In,2210
Stirling,2008-09,Male,Net,40
Stirling,2008-09,Male,Out,2170
Stirling,2008-09,Persons,In,4750
Stirling,2008-09,Persons,Net,310
Stirling,2008-09,Persons,Out,4440
Stirling,2009-10,Female,In,2760
Stirling,2009-10,Female,Net,600
Stirling,2009-10,Female,Out,2160
Stirling,2009-10,Male,In,2430
Stirling,2009-10,Male,Net,410
Stirling,2009-10,Male,Out,2020
Stirling,2009-10,Persons,In,5190
Stirling,2009-10,Persons,Net,1010
Stirling,2009-10,Persons,Out,4180
Stirling,2010-11,Female,In,2780
Stirling,2010-11,Female,Net,550
Stirling,2010-11,Female,Out,2230
Stirling,2010-11,Male,In,2380
Stirling,2010-11,Male,Net,470
Stirling,2010-11,Male,Out,1910
Stirling,2010-11,Persons,In,5160
Stirling,2010-11,Persons,Net,1020
Stirling,2010-11,Persons,Out,4140
Stirling,2011-12,Female,In,2660
Stirling,2011-12,Female,Net,330
Stirling,2011-12,Female,Out,2320
Stirling,2011-12,Male,In,2550
Stirling,2011-12,Male,Net,440
Stirling,2011-12,Male,Out,2110
Stirling,2011-12,Persons,In,5210
Stirling,2011-12,Persons,Net,770
Stirling,2011-12,Persons,Out,4430
Stirling,2012-13,Female,In,2580
Stirling,2012-13,Female,Net,90
Stirling,2012-13,Female,Out,2490
Stirling,2012-13,Male,In,2450
Stirling,2012-13,Male,Net,170
Stirling,2012-13,Male,Out,2290
Stirling,2012-13,Persons,In,5030
Stirling,2012-13,Persons,Net,250
Stirling,2012-13,Persons,Out,4780
Stirling,2013-14,Female,In,2670
Stirling,2013-14,Female,Net,340
Stirling,2013-14,Female,Out,2330
Stirling,2013-14,Male,In,2470
Stirling,2013-14,Male,Net,130
Stirling,2013-14,Male,Out,2340
Stirling,2013-14,Persons,In,5130
Stirling,2013-14,Persons,Net,470
Stirling,2013-14,Persons,Out,4670
Stirling,2014-15,Female,In,3030
Stirling,2014-15,Female,Net,740
Stirling,2014-15,Female,Out,2300
Stirling,2014-15,Male,In,2900
Stirling,2014-15,Male,Net,670
Stirling,2014-15,Male,Out,2230
Stirling,2014-15,Persons,In,5940
Stirling,2014-15,Persons,Net,1410
Stirling,2014-15,Persons,Out,4530
Stirling,2015-16,Female,In,2870
Stirling,2015-16,Female,Net,550
Stirling,2015-16,Female,Out,2310
Stirling,2015-16,Male,In,2680
