Council area,Year,Sex,Age group,Number
South Ayrshire,2013-14,Male,0 to 4,29
South Ayrshire,2013-14,Male,10 to 14,-1
South Ayrshire,2013-14,Male,15 to 19,-36
South Ayrshire,2013-14,Male,20 to 24,-8
South Ayrshire,2013-14,Male,25 to 29,-44
South Ayrshire,2013-14,Male,30 to 34,14
South Ayrshire,2013-14,Male,35 to 39,29
South Ayrshire,2013-14,Male,40 to 44,-5
South Ayrshire,2013-14,Male,45 to 49,2
South Ayrshire,2013-14,Male,5 to 9,-15
South Ayrshire,2013-14,Male,50 to 54,-10
South Ayrshire,2013-14,Male,55 to 59,18
South Ayrshire,2013-14,Male,60 to 64,19
South Ayrshire,2013-14,Male,65 to 69,34
South Ayrshire,2013-14,Male,70 to 74,20
South Ayrshire,2013-14,Male,75 to 79,-9
South Ayrshire,2013-14,Male,80 to 84,-7
South Ayrshire,2013-14,Male,85 to 89,3
South Ayrshire,2013-14,Male,90 and over,2
South Ayrshire,2013-14,Male,All ages,35
South Ayrshire,2014-15,Female,0 to 4,22
South Ayrshire,2014-15,Female,10 to 14,21
South Ayrshire,2014-15,Female,15 to 19,-64
South Ayrshire,2014-15,Female,20 to 24,-66
South Ayrshire,2014-15,Female,25 to 29,-35
South Ayrshire,2014-15,Female,30 to 34,25
South Ayrshire,2014-15,Female,35 to 39,39
South Ayrshire,2014-15,Female,40 to 44,8
South Ayrshire,2014-15,Female,45 to 49,10
South Ayrshire,2014-15,Female,5 to 9,31
South Ayrshire,2014-15,Female,50 to 54,26
South Ayrshire,2014-15,Female,55 to 59,46
South Ayrshire,2014-15,Female,60 to 64,53
South Ayrshire,2014-15,Female,65 to 69,25
South Ayrshire,2014-15,Female,70 to 74,5
South Ayrshire,2014-15,Female,75 to 79,14
South Ayrshire,2014-15,Female,80 to 84,10
South Ayrshire,2014-15,Female,85 to 89,7
South Ayrshire,2014-15,Female,90 and over,7
South Ayrshire,2014-15,Female,All ages,184
South Ayrshire,2014-15,Male,0 to 4,56
South Ayrshire,2014-15,Male,10 to 14,2
South Ayrshire,2014-15,Male,15 to 19,-37
South Ayrshire,2014-15,Male,20 to 24,-44
South Ayrshire,2014-15,Male,25 to 29,-67
South Ayrshire,2014-15,Male,30 to 34,13
South Ayrshire,2014-15,Male,35 to 39,8
South Ayrshire,2014-15,Male,40 to 44,34
South Ayrshire,2014-15,Male,45 to 49,9
South Ayrshire,2014-15,Male,5 to 9,39
South Ayrshire,2014-15,Male,50 to 54,7
South Ayrshire,2014-15,Male,55 to 59,27
South Ayrshire,2014-15,Male,60 to 64,48
South Ayrshire,2014-15,Male,65 to 69,20
South Ayrshire,2014-15,Male,70 to 74,5
South Ayrshire,2014-15,Male,75 to 79,0
South Ayrshire,2014-15,Male,80 to 84,-1
South Ayrshire,2014-15,Male,85 to 89,6
South Ayrshire,2014-15,Male,90 and over,2
South Ayrshire,2014-15,Male,All ages,127
South Ayrshire,2015-16,Female,0 to 4,27
South Ayrshire,2015-16,Female,10 to 14,15
South Ayrshire,2015-16,Female,15 to 19,-61
South Ayrshire,2015-16,Female,20 to 24,-8
South Ayrshire,2015-16,Female,25 to 29,-48
South Ayrshire,2015-16,Female,30 to 34,20
South Ayrshire,2015-16,Female,35 to 39,21
South Ayrshire,2015-16,Female,40 to 44,46
South Ayrshire,2015-16,Female,45 to 49,49
South Ayrshire,2015-16,Female,5 to 9,31
South Ayrshire,2015-16,Female,50 to 54,48
South Ayrshire,2015-16,Female,55 to 59,48
South Ayrshire,2015-16,Female,60 to 64,41
South Ayrshire,2015-16,Female,65 to 69,47
South Ayrshire,2015-16,Female,70 to 74,10
South Ayrshire,2015-16,Female,75 to 79,13
South Ayrshire,2015-16,Female,80 to 84,2
South Ayrshire,2015-16,Female,85 to 89,12
South Ayrshire,2015-16,Female,90 and over,-6
South Ayrshire,2015-16,Female,All ages,307
South Ayrshire,2015-16,Male,0 to 4,22
South Ayrshire,2015-16,Male,10 to 14,29
South Ayrshire,2015-16,Male,15 to 19,-17
South Ayrshire,2015-16,Male,20 to 24,-28
South Ayrshire,2015-16,Male,25 to 29,-64
South Ayrshire,2015-16,Male,30 to 34,-25
South Ayrshire,2015-16,Male,35 to 39,28
South Ayrshire,2015-16,Male,40 to 44,42
South Ayrshire,2015-16,Male,45 to 49,9
South Ayrshire,2015-16,Male,5 to 9,16
South Ayrshire,2015-16,Male,50 to 54,62
South Ayrshire,2015-16,Male,55 to 59,28
South Ayrshire,2015-16,Male,60 to 64,53
South Ayrshire,2015-16,Male,65 to 69,36
South Ayrshire,2015-16,Male,70 to 74,31
South Ayrshire,2015-16,Male,75 to 79,5
South Ayrshire,2015-16,Male,80 to 84,6
South Ayrshire,2015-16,Male,85 to 89,6
South Ayrshire,2015-16,Male,90 and over,0
South Ayrshire,2015-16,Male,All ages,239
South Ayrshire,2016-17,Female,0 to 4,46
South Ayrshire,2016-17,Female,10 to 14,13
South Ayrshire,2016-17,Female,15 to 19,-51
South Ayrshire,2016-17,Female,20 to 24,-37
South Ayrshire,2016-17,Female,25 to 29,-6
South Ayrshire,2016-17,Female,30 to 34,7
South Ayrshire,2016-17,Female,35 to 39,72
South Ayrshire,2016-17,Female,40 to 44,46
South Ayrshire,2016-17,Female,45 to 49,44
South Ayrshire,2016-17,Female,5 to 9,11
South Ayrshire,2016-17,Female,50 to 54,53
South Ayrshire,2016-17,Female,55 to 59,43
South Ayrshire,2016-17,Female,60 to 64,61
South Ayrshire,2016-17,Female,65 to 69,39
South Ayrshire,2016-17,Female,70 to 74,-7
South Ayrshire,2016-17,Female,75 to 79,16
South Ayrshire,2016-17,Female,80 to 84,11
South Ayrshire,2016-17,Female,85 to 89,2
South Ayrshire,2016-17,Female,90 and over,7
South Ayrshire,2016-17,Female,All ages,370
South Ayrshire,2016-17,Male,0 to 4,65
South Ayrshire,2016-17,Male,10 to 14,23
South Ayrshire,2016-17,Male,15 to 19,-29
South Ayrshire,2016-17,Male,20 to 24,11
South Ayrshire,2016-17,Male,25 to 29,-46
South Ayrshire,2016-17,Male,30 to 34,-4
South Ayrshire,2016-17,Male,35 to 39,5
South Ayrshire,2016-17,Male,40 to 44,25
South Ayrshire,2016-17,Male,45 to 49,28
South Ayrshire,2016-17,Male,5 to 9,24
South Ayrshire,2016-17,Male,50 to 54,70
South Ayrshire,2016-17,Male,55 to 59,41
South Ayrshire,2016-17,Male,60 to 64,37
South Ayrshire,2016-17,Male,65 to 69,51
South Ayrshire,2016-17,Male,70 to 74,12
South Ayrshire,2016-17,Male,75 to 79,-8
South Ayrshire,2016-17,Male,80 to 84,7
South Ayrshire,2016-17,Male,85 to 89,3
South Ayrshire,2016-17,Male,90 and over,5
South Ayrshire,2016-17,Male,All ages,320
South Ayrshire,2017-18,Female,0 to 4,33
South Ayrshire,2017-18,Female,10 to 14,20
South Ayrshire,2017-18,Female,15 to 19,-74
South Ayrshire,2017-18,Female,20 to 24,4
South Ayrshire,2017-18,Female,25 to 29,-31
South Ayrshire,2017-18,Female,30 to 34,32
South Ayrshire,2017-18,Female,35 to 39,8
South Ayrshire,2017-18,Female,40 to 44,17
South Ayrshire,2017-18,Female,45 to 49,33
South Ayrshire,2017-18,Female,5 to 9,9
South Ayrshire,2017-18,Female,50 to 54,39
South Ayrshire,2017-18,Female,55 to 59,52
South Ayrshire,2017-18,Female,60 to 64,37
South Ayrshire,2017-18,Female,65 to 69,29
South Ayrshire,2017-18,Female,70 to 74,21
South Ayrshire,2017-18,Female,75 to 79,-7
South Ayrshire,2017-18,Female,80 to 84,15
South Ayrshire,2017-18,Female,85 to 89,18
South Ayrshire,2017-18,Female,90 and over,-1
South Ayrshire,2017-18,Female,All ages,254
South Ayrshire,2017-18,Male,0 to 4,26
South Ayrshire,2017-18,Male,10 to 14,-20
South Ayrshire,2017-18,Male,15 to 19,-27
South Ayrshire,2017-18,Male,20 to 24,-57
South Ayrshire,2017-18,Male,25 to 29,-51
South Ayrshire,2017-18,Male,30 to 34,11
South Ayrshire,2017-18,Male,35 to 39,23
South Ayrshire,2017-18,Male,40 to 44,35
South Ayrshire,2017-18,Male,45 to 49,54
South Ayrshire,2017-18,Male,5 to 9,23
South Ayrshire,2017-18,Male,50 to 54,51
South Ayrshire,2017-18,Male,55 to 59,53
South Ayrshire,2017-18,Male,60 to 64,47
South Ayrshire,2017-18,Male,65 to 69,32
South Ayrshire,2017-18,Male,70 to 74,24
South Ayrshire,2017-18,Male,75 to 79,6
South Ayrshire,2017-18,Male,80 to 84,4
South Ayrshire,2017-18,Male,85 to 89,15
South Ayrshire,2017-18,Male,90 and over,-8
South Ayrshire,2017-18,Male,All ages,241
South Ayrshire,2018-19,Female,0 to 4,14
South Ayrshire,2018-19,Female,10 to 14,29
South Ayrshire,2018-19,Female,15 to 19,-38
South Ayrshire,2018-19,Female,20 to 24,2
South Ayrshire,2018-19,Female,25 to 29,-27
South Ayrshire,2018-19,Female,30 to 34,60
South Ayrshire,2018-19,Female,35 to 39,30
South Ayrshire,2018-19,Female,40 to 44,4
South Ayrshire,2018-19,Female,45 to 49,41
South Ayrshire,2018-19,Female,5 to 9,23
South Ayrshire,2018-19,Female,50 to 54,41
South Ayrshire,2018-19,Female,55 to 59,26
South Ayrshire,2018-19,Female,60 to 64,56
South Ayrshire,2018-19,Female,65 to 69,42
South Ayrshire,2018-19,Female,70 to 74,9
South Ayrshire,2018-19,Female,75 to 79,10
South Ayrshire,2018-19,Female,80 to 84,1
South Ayrshire,2018-19,Female,85 to 89,13
South Ayrshire,2018-19,Female,90 and over,-4
South Ayrshire,2018-19,Female,All ages,332
South Ayrshire,2018-19,Male,0 to 4,32
South Ayrshire,2018-19,Male,10 to 14,32
South Ayrshire,2018-19,Male,15 to 19,-27
South Ayrshire,2018-19,Male,20 to 24,15
South Ayrshire,2018-19,Male,25 to 29,-1
South Ayrshire,2018-19,Male,30 to 34,-12
South Ayrshire,2018-19,Male,35 to 39,-23
South Ayrshire,2018-19,Male,40 to 44,16
South Ayrshire,2018-19,Male,45 to 49,39
South Ayrshire,2018-19,Male,5 to 9,31
South Ayrshire,2018-19,Male,50 to 54,4
South Ayrshire,2018-19,Male,55 to 59,48
South Ayrshire,2018-19,Male,60 to 64,34
South Ayrshire,2018-19,Male,65 to 69,24
South Ayrshire,2018-19,Male,70 to 74,7
South Ayrshire,2018-19,Male,75 to 79,7
South Ayrshire,2018-19,Male,80 to 84,3
South Ayrshire,2018-19,Male,85 to 89,1
South Ayrshire,2018-19,Male,90 and over,1
South Ayrshire,2018-19,Male,All ages,231
South Lanarkshire,2001-02,Female,0 to 4,79
South Lanarkshire,2001-02,Female,10 to 14,43
South Lanarkshire,2001-02,Female,15 to 19,-151
South Lanarkshire,2001-02,Female,20 to 24,-11
South Lanarkshire,2001-02,Female,25 to 29,9
South Lanarkshire,2001-02,Female,30 to 34,151
South Lanarkshire,2001-02,Female,35 to 39,21
South Lanarkshire,2001-02,Female,40 to 44,30
South Lanarkshire,2001-02,Female,45 to 49,7
South Lanarkshire,2001-02,Female,5 to 9,52
South Lanarkshire,2001-02,Female,50 to 54,19
South Lanarkshire,2001-02,Female,55 to 59,29
South Lanarkshire,2001-02,Female,60 to 64,19
South Lanarkshire,2001-02,Female,65 to 69,22
South Lanarkshire,2001-02,Female,70 to 74,-4
South Lanarkshire,2001-02,Female,75 to 79,13
South Lanarkshire,2001-02,Female,80 to 84,49
South Lanarkshire,2001-02,Female,85 to 89,12
South Lanarkshire,2001-02,Female,90 and over,22
South Lanarkshire,2001-02,Female,All ages,411
South Lanarkshire,2001-02,Male,0 to 4,90
South Lanarkshire,2001-02,Male,10 to 14,24
South Lanarkshire,2001-02,Male,15 to 19,-92
South Lanarkshire,2001-02,Male,20 to 24,-117
South Lanarkshire,2001-02,Male,25 to 29,29
South Lanarkshire,2001-02,Male,30 to 34,92
South Lanarkshire,2001-02,Male,35 to 39,50
South Lanarkshire,2001-02,Male,40 to 44,55
South Lanarkshire,2001-02,Male,45 to 49,-17
South Lanarkshire,2001-02,Male,5 to 9,16
South Lanarkshire,2001-02,Male,50 to 54,7
South Lanarkshire,2001-02,Male,55 to 59,-6
South Lanarkshire,2001-02,Male,60 to 64,-6
South Lanarkshire,2001-02,Male,65 to 69,-16
South Lanarkshire,2001-02,Male,70 to 74,12
South Lanarkshire,2001-02,Male,75 to 79,-4
South Lanarkshire,2001-02,Male,80 to 84,5
South Lanarkshire,2001-02,Male,85 to 89,7
South Lanarkshire,2001-02,Male,90 and over,5
South Lanarkshire,2001-02,Male,All ages,134
South Lanarkshire,2002-03,Female,0 to 4,57
South Lanarkshire,2002-03,Female,10 to 14,63
South Lanarkshire,2002-03,Female,15 to 19,-158
South Lanarkshire,2002-03,Female,20 to 24,-12
South Lanarkshire,2002-03,Female,25 to 29,129
South Lanarkshire,2002-03,Female,30 to 34,137
South Lanarkshire,2002-03,Female,35 to 39,107
South Lanarkshire,2002-03,Female,40 to 44,20
South Lanarkshire,2002-03,Female,45 to 49,42
South Lanarkshire,2002-03,Female,5 to 9,50
South Lanarkshire,2002-03,Female,50 to 54,8
South Lanarkshire,2002-03,Female,55 to 59,-1
South Lanarkshire,2002-03,Female,60 to 64,-1
South Lanarkshire,2002-03,Female,65 to 69,1
South Lanarkshire,2002-03,Female,70 to 74,22
South Lanarkshire,2002-03,Female,75 to 79,0
South Lanarkshire,2002-03,Female,80 to 84,7
South Lanarkshire,2002-03,Female,85 to 89,9
South Lanarkshire,2002-03,Female,90 and over,11
South Lanarkshire,2002-03,Female,All ages,491
South Lanarkshire,2002-03,Male,0 to 4,104
South Lanarkshire,2002-03,Male,10 to 14,26
South Lanarkshire,2002-03,Male,15 to 19,-93
South Lanarkshire,2002-03,Male,20 to 24,-50
South Lanarkshire,2002-03,Male,25 to 29,-32
South Lanarkshire,2002-03,Male,30 to 34,115
South Lanarkshire,2002-03,Male,35 to 39,82
South Lanarkshire,2002-03,Male,40 to 44,65
South Lanarkshire,2002-03,Male,45 to 49,28
South Lanarkshire,2002-03,Male,5 to 9,39
South Lanarkshire,2002-03,Male,50 to 54,18
South Lanarkshire,2002-03,Male,55 to 59,-28
South Lanarkshire,2002-03,Male,60 to 64,-6
South Lanarkshire,2002-03,Male,65 to 69,13
South Lanarkshire,2002-03,Male,70 to 74,12
South Lanarkshire,2002-03,Male,75 to 79,1
South Lanarkshire,2002-03,Male,80 to 84,12
South Lanarkshire,2002-03,Male,85 to 89,-2
South Lanarkshire,2002-03,Male,90 and over,2
South Lanarkshire,2002-03,Male,All ages,306
South Lanarkshire,2003-04,Female,0 to 4,146
South Lanarkshire,2003-04,Female,10 to 14,69
South Lanarkshire,2003-04,Female,15 to 19,-119
South Lanarkshire,2003-04,Female,20 to 24,80
South Lanarkshire,2003-04,Female,25 to 29,172
South Lanarkshire,2003-04,Female,30 to 34,250
South Lanarkshire,2003-04,Female,35 to 39,149
South Lanarkshire,2003-04,Female,40 to 44,70
South Lanarkshire,2003-04,Female,45 to 49,17
South Lanarkshire,2003-04,Female,5 to 9,59
South Lanarkshire,2003-04,Female,50 to 54,15
South Lanarkshire,2003-04,Female,55 to 59,57
South Lanarkshire,2003-04,Female,60 to 64,17
South Lanarkshire,2003-04,Female,65 to 69,38
South Lanarkshire,2003-04,Female,70 to 74,24
South Lanarkshire,2003-04,Female,75 to 79,61
South Lanarkshire,2003-04,Female,80 to 84,60
South Lanarkshire,2003-04,Female,85 to 89,40
South Lanarkshire,2003-04,Female,90 and over,47
South Lanarkshire,2003-04,Female,All ages,1252
South Lanarkshire,2003-04,Male,0 to 4,94
South Lanarkshire,2003-04,Male,10 to 14,32
South Lanarkshire,2003-04,Male,15 to 19,-73
South Lanarkshire,2003-04,Male,20 to 24,19
South Lanarkshire,2003-04,Male,25 to 29,81
South Lanarkshire,2003-04,Male,30 to 34,120
South Lanarkshire,2003-04,Male,35 to 39,150
South Lanarkshire,2003-04,Male,40 to 44,137
South Lanarkshire,2003-04,Male,45 to 49,62
South Lanarkshire,2003-04,Male,5 to 9,68
South Lanarkshire,2003-04,Male,50 to 54,1
South Lanarkshire,2003-04,Male,55 to 59,39
South Lanarkshire,2003-04,Male,60 to 64,33
South Lanarkshire,2003-04,Male,65 to 69,27
South Lanarkshire,2003-04,Male,70 to 74,15
South Lanarkshire,2003-04,Male,75 to 79,13
South Lanarkshire,2003-04,Male,80 to 84,21
South Lanarkshire,2003-04,Male,85 to 89,20
South Lanarkshire,2003-04,Male,90 and over,16
South Lanarkshire,2003-04,Male,All ages,875
South Lanarkshire,2004-05,Female,0 to 4,83
South Lanarkshire,2004-05,Female,10 to 14,0
South Lanarkshire,2004-05,Female,15 to 19,-88
South Lanarkshire,2004-05,Female,20 to 24,36
South Lanarkshire,2004-05,Female,25 to 29,93
South Lanarkshire,2004-05,Female,30 to 34,158
South Lanarkshire,2004-05,Female,35 to 39,71
South Lanarkshire,2004-05,Female,40 to 44,81
South Lanarkshire,2004-05,Female,45 to 49,61
South Lanarkshire,2004-05,Female,5 to 9,36
South Lanarkshire,2004-05,Female,50 to 54,46
South Lanarkshire,2004-05,Female,55 to 59,11
South Lanarkshire,2004-05,Female,60 to 64,-12
South Lanarkshire,2004-05,Female,65 to 69,41
South Lanarkshire,2004-05,Female,70 to 74,21
South Lanarkshire,2004-05,Female,75 to 79,46
South Lanarkshire,2004-05,Female,80 to 84,25
South Lanarkshire,2004-05,Female,85 to 89,20
South Lanarkshire,2004-05,Female,90 and over,18
South Lanarkshire,2004-05,Female,All ages,747
South Lanarkshire,2004-05,Male,0 to 4,89
South Lanarkshire,2004-05,Male,10 to 14,22
South Lanarkshire,2004-05,Male,15 to 19,-75
South Lanarkshire,2004-05,Male,20 to 24,-63
South Lanarkshire,2004-05,Male,25 to 29,-13
South Lanarkshire,2004-05,Male,30 to 34,86
South Lanarkshire,2004-05,Male,35 to 39,78
South Lanarkshire,2004-05,Male,40 to 44,23
South Lanarkshire,2004-05,Male,45 to 49,73
South Lanarkshire,2004-05,Male,5 to 9,48
South Lanarkshire,2004-05,Male,50 to 54,48
South Lanarkshire,2004-05,Male,55 to 59,11
South Lanarkshire,2004-05,Male,60 to 64,-34
South Lanarkshire,2004-05,Male,65 to 69,-15
South Lanarkshire,2004-05,Male,70 to 74,19
South Lanarkshire,2004-05,Male,75 to 79,9
South Lanarkshire,2004-05,Male,80 to 84,7
South Lanarkshire,2004-05,Male,85 to 89,8
South Lanarkshire,2004-05,Male,90 and over,11
South Lanarkshire,2004-05,Male,All ages,332
South Lanarkshire,2005-06,Female,0 to 4,107
South Lanarkshire,2005-06,Female,10 to 14,30
South Lanarkshire,2005-06,Female,15 to 19,-90
South Lanarkshire,2005-06,Female,20 to 24,-10
South Lanarkshire,2005-06,Female,25 to 29,95
South Lanarkshire,2005-06,Female,30 to 34,182
South Lanarkshire,2005-06,Female,35 to 39,128
South Lanarkshire,2005-06,Female,40 to 44,42
South Lanarkshire,2005-06,Female,45 to 49,12
South Lanarkshire,2005-06,Female,5 to 9,62
South Lanarkshire,2005-06,Female,50 to 54,36
South Lanarkshire,2005-06,Female,55 to 59,5
South Lanarkshire,2005-06,Female,60 to 64,0
South Lanarkshire,2005-06,Female,65 to 69,8
South Lanarkshire,2005-06,Female,70 to 74,32
South Lanarkshire,2005-06,Female,75 to 79,19
South Lanarkshire,2005-06,Female,80 to 84,8
South Lanarkshire,2005-06,Female,85 to 89,23
South Lanarkshire,2005-06,Female,90 and over,28
South Lanarkshire,2005-06,Female,All ages,717
South Lanarkshire,2005-06,Male,0 to 4,72
South Lanarkshire,2005-06,Male,10 to 14,21
South Lanarkshire,2005-06,Male,15 to 19,-37
South Lanarkshire,2005-06,Male,20 to 24,29
South Lanarkshire,2005-06,Male,25 to 29,24
South Lanarkshire,2005-06,Male,30 to 34,99
South Lanarkshire,2005-06,Male,35 to 39,128
South Lanarkshire,2005-06,Male,40 to 44,76
South Lanarkshire,2005-06,Male,45 to 49,40
South Lanarkshire,2005-06,Male,5 to 9,87
South Lanarkshire,2005-06,Male,50 to 54,6
South Lanarkshire,2005-06,Male,55 to 59,23
South Lanarkshire,2005-06,Male,60 to 64,-13
South Lanarkshire,2005-06,Male,65 to 69,0
South Lanarkshire,2005-06,Male,70 to 74,29
South Lanarkshire,2005-06,Male,75 to 79,-1
South Lanarkshire,2005-06,Male,80 to 84,12
South Lanarkshire,2005-06,Male,85 to 89,11
South Lanarkshire,2005-06,Male,90 and over,11
South Lanarkshire,2005-06,Male,All ages,617
South Lanarkshire,2006-07,Female,0 to 4,119
South Lanarkshire,2006-07,Female,10 to 14,56
South Lanarkshire,2006-07,Female,15 to 19,-81
South Lanarkshire,2006-07,Female,20 to 24,160
South Lanarkshire,2006-07,Female,25 to 29,122
South Lanarkshire,2006-07,Female,30 to 34,113
South Lanarkshire,2006-07,Female,35 to 39,105
South Lanarkshire,2006-07,Female,40 to 44,49
South Lanarkshire,2006-07,Female,45 to 49,-14
South Lanarkshire,2006-07,Female,5 to 9,69
South Lanarkshire,2006-07,Female,50 to 54,44
South Lanarkshire,2006-07,Female,55 to 59,25
South Lanarkshire,2006-07,Female,60 to 64,13
South Lanarkshire,2006-07,Female,65 to 69,7
South Lanarkshire,2006-07,Female,70 to 74,12
South Lanarkshire,2006-07,Female,75 to 79,25
South Lanarkshire,2006-07,Female,80 to 84,17
South Lanarkshire,2006-07,Female,85 to 89,33
South Lanarkshire,2006-07,Female,90 and over,44
South Lanarkshire,2006-07,Female,All ages,918
South Lanarkshire,2006-07,Male,0 to 4,92
South Lanarkshire,2006-07,Male,10 to 14,31
South Lanarkshire,2006-07,Male,15 to 19,24
South Lanarkshire,2006-07,Male,20 to 24,-25
South Lanarkshire,2006-07,Male,25 to 29,60
South Lanarkshire,2006-07,Male,30 to 34,94
South Lanarkshire,2006-07,Male,35 to 39,152
South Lanarkshire,2006-07,Male,40 to 44,74
South Lanarkshire,2006-07,Male,45 to 49,13
South Lanarkshire,2006-07,Male,5 to 9,33
South Lanarkshire,2006-07,Male,50 to 54,48
South Lanarkshire,2006-07,Male,55 to 59,14
South Lanarkshire,2006-07,Male,60 to 64,54
South Lanarkshire,2006-07,Male,65 to 69,17
South Lanarkshire,2006-07,Male,70 to 74,30
South Lanarkshire,2006-07,Male,75 to 79,11
South Lanarkshire,2006-07,Male,80 to 84,0
South Lanarkshire,2006-07,Male,85 to 89,7
South Lanarkshire,2006-07,Male,90 and over,4
South Lanarkshire,2006-07,Male,All ages,733
South Lanarkshire,2007-08,Female,0 to 4,55
South Lanarkshire,2007-08,Female,10 to 14,6
South Lanarkshire,2007-08,Female,15 to 19,-134
South Lanarkshire,2007-08,Female,20 to 24,77
South Lanarkshire,2007-08,Female,25 to 29,132
South Lanarkshire,2007-08,Female,30 to 34,38
South Lanarkshire,2007-08,Female,35 to 39,17
South Lanarkshire,2007-08,Female,40 to 44,-4
South Lanarkshire,2007-08,Female,45 to 49,26
South Lanarkshire,2007-08,Female,5 to 9,32
South Lanarkshire,2007-08,Female,50 to 54,33
South Lanarkshire,2007-08,Female,55 to 59,35
South Lanarkshire,2007-08,Female,60 to 64,-4
South Lanarkshire,2007-08,Female,65 to 69,12
South Lanarkshire,2007-08,Female,70 to 74,-2
South Lanarkshire,2007-08,Female,75 to 79,7
South Lanarkshire,2007-08,Female,80 to 84,17
South Lanarkshire,2007-08,Female,85 to 89,30
South Lanarkshire,2007-08,Female,90 and over,22
South Lanarkshire,2007-08,Female,All ages,395
South Lanarkshire,2007-08,Male,0 to 4,90
South Lanarkshire,2007-08,Male,10 to 14,36
South Lanarkshire,2007-08,Male,15 to 19,-54
South Lanarkshire,2007-08,Male,20 to 24,-18
South Lanarkshire,2007-08,Male,25 to 29,5
South Lanarkshire,2007-08,Male,30 to 34,96
South Lanarkshire,2007-08,Male,35 to 39,73
South Lanarkshire,2007-08,Male,40 to 44,11
South Lanarkshire,2007-08,Male,45 to 49,30
South Lanarkshire,2007-08,Male,5 to 9,-23
South Lanarkshire,2007-08,Male,50 to 54,27
South Lanarkshire,2007-08,Male,55 to 59,10
South Lanarkshire,2007-08,Male,60 to 64,8
South Lanarkshire,2007-08,Male,65 to 69,5
South Lanarkshire,2007-08,Male,70 to 74,8
South Lanarkshire,2007-08,Male,75 to 79,3
South Lanarkshire,2007-08,Male,80 to 84,11
South Lanarkshire,2007-08,Male,85 to 89,12
South Lanarkshire,2007-08,Male,90 and over,10
South Lanarkshire,2007-08,Male,All ages,340
South Lanarkshire,2008-09,Female,0 to 4,48
South Lanarkshire,2008-09,Female,10 to 14,11
South Lanarkshire,2008-09,Female,15 to 19,-89
South Lanarkshire,2008-09,Female,20 to 24,-4
South Lanarkshire,2008-09,Female,25 to 29,-14
South Lanarkshire,2008-09,Female,30 to 34,43
South Lanarkshire,2008-09,Female,35 to 39,67
South Lanarkshire,2008-09,Female,40 to 44,68
South Lanarkshire,2008-09,Female,45 to 49,57
South Lanarkshire,2008-09,Female,5 to 9,23
South Lanarkshire,2008-09,Female,50 to 54,37
South Lanarkshire,2008-09,Female,55 to 59,33
South Lanarkshire,2008-09,Female,60 to 64,6
South Lanarkshire,2008-09,Female,65 to 69,12
South Lanarkshire,2008-09,Female,70 to 74,13
South Lanarkshire,2008-09,Female,75 to 79,29
South Lanarkshire,2008-09,Female,80 to 84,-2
South Lanarkshire,2008-09,Female,85 to 89,13
South Lanarkshire,2008-09,Female,90 and over,17
South Lanarkshire,2008-09,Female,All ages,368
South Lanarkshire,2008-09,Male,0 to 4,78
South Lanarkshire,2008-09,Male,10 to 14,34
South Lanarkshire,2008-09,Male,15 to 19,-50
South Lanarkshire,2008-09,Male,20 to 24,19
South Lanarkshire,2008-09,Male,25 to 29,-47
South Lanarkshire,2008-09,Male,30 to 34,-7
South Lanarkshire,2008-09,Male,35 to 39,52
South Lanarkshire,2008-09,Male,40 to 44,62
South Lanarkshire,2008-09,Male,45 to 49,54
South Lanarkshire,2008-09,Male,5 to 9,39
South Lanarkshire,2008-09,Male,50 to 54,10
South Lanarkshire,2008-09,Male,55 to 59,-12
South Lanarkshire,2008-09,Male,60 to 64,14
South Lanarkshire,2008-09,Male,65 to 69,5
South Lanarkshire,2008-09,Male,70 to 74,-7
South Lanarkshire,2008-09,Male,75 to 79,12
South Lanarkshire,2008-09,Male,80 to 84,-2
South Lanarkshire,2008-09,Male,85 to 89,10
South Lanarkshire,2008-09,Male,90 and over,8
South Lanarkshire,2008-09,Male,All ages,272
South Lanarkshire,2009-10,Female,0 to 4,52
South Lanarkshire,2009-10,Female,10 to 14,52
South Lanarkshire,2009-10,Female,15 to 19,-76
South Lanarkshire,2009-10,Female,20 to 24,41
South Lanarkshire,2009-10,Female,25 to 29,53
South Lanarkshire,2009-10,Female,30 to 34,77
South Lanarkshire,2009-10,Female,35 to 39,40
South Lanarkshire,2009-10,Female,40 to 44,31
South Lanarkshire,2009-10,Female,45 to 49,21
South Lanarkshire,2009-10,Female,5 to 9,19
South Lanarkshire,2009-10,Female,50 to 54,24
South Lanarkshire,2009-10,Female,55 to 59,-11
South Lanarkshire,2009-10,Female,60 to 64,15
South Lanarkshire,2009-10,Female,65 to 69,18
South Lanarkshire,2009-10,Female,70 to 74,13
South Lanarkshire,2009-10,Female,75 to 79,11
South Lanarkshire,2009-10,Female,80 to 84,16
South Lanarkshire,2009-10,Female,85 to 89,22
South Lanarkshire,2009-10,Female,90 and over,14
South Lanarkshire,2009-10,Female,All ages,432
South Lanarkshire,2009-10,Male,0 to 4,38
South Lanarkshire,2009-10,Male,10 to 14,30
South Lanarkshire,2009-10,Male,15 to 19,-58
South Lanarkshire,2009-10,Male,20 to 24,-20
South Lanarkshire,2009-10,Male,25 to 29,42
South Lanarkshire,2009-10,Male,30 to 34,67
South Lanarkshire,2009-10,Male,35 to 39,79
